Power Usage Effectiveness (PUE),Energy Consumption (kWh),Renewable Energy Usage (%),Cooling Efficiency,Total Power Consumption (kW),Server Power Consumption (kW),Dynamic Power Usage (kW),CPU Utilization (%),Task Completion Time (ms),SLA Violations,Workload Type,Number of Active VMs,Energy Strategy,Energy Savings (%)
1.4,"8,000",90,1.4,"2,600",140,120,100,86,3,Compute-heavy,485,Hybrid,0
1.7,"43,000",20,1.1,"1,400",30,150,50,80,0,Mixed,340,Non-renewable,50
1.4,"47,000",10,1.4,"2,100",130,140,90,175,4,Mixed,51,Renewable-first,80
1.7,"47,000",10,1.7,"2,200",190,100,30,38,1,Compute-heavy,432,Hybrid,40
1.4,"47,000",100,1.6,"2,800",170,60,70,37,4,Mixed,489,Renewable-first,50
1.5,"19,000",100,1.8,"1,000",100,50,90,24,3,Mixed,59,Renewable-first,80
1.6,"41,000",30,1.2,"2,800",80,50,80,147,4,I/O heavy,103,Renewable-first,70
1.2,"42,000",30,1.8,"2,700",20,100,20,44,3,I/O heavy,330,Hybrid,40
1.8,"27,000",40,1.4,"2,600",60,130,50,140,1,Compute-heavy,448,Renewable-first,20
1.5,"9,000",20,1.5,700,180,140,0,88,3,Mixed,197,Renewable-first,20
1.5,"45,000",100,1.2,900,120,50,50,74,4,Compute-heavy,296,Renewable-first,50
1.7,"47,000",0,1.8,"2,700",120,100,80,91,1,Mixed,443,Non-renewable,10
1.7,"29,000",30,1.4,800,30,110,80,38,5,Mixed,298,Hybrid,0
1.5,"34,000",0,1.2,"1,000",90,80,80,196,0,I/O heavy,306,Renewable-first,80
1.8,"30,000",70,1.5,"2,100",150,110,100,167,2,I/O heavy,84,Non-renewable,30
1.2,"7,000",40,1.2,600,150,100,20,74,2,Mixed,216,Hybrid,20
1.3,"8,000",10,1.3,"2,800",120,140,50,40,0,I/O heavy,371,Hybrid,60
1.6,"22,000",40,1.2,"2,600",50,100,20,191,0,I/O heavy,149,Non-renewable,0
1.4,"41,000",40,1.3,"1,400",170,150,0,175,4,I/O heavy,276,Non-renewable,0
1.5,"15,000",0,1.1,"1,900",80,70,0,141,0,Mixed,85,Non-renewable,10
1.4,"15,000",40,1.2,"1,000",20,150,90,134,3,I/O heavy,463,Hybrid,30
1.4,"40,000",70,1.2,"2,800",70,70,10,122,2,I/O heavy,294,Renewable-first,40
1.7,"20,000",90,1.8,"2,800",90,60,100,41,5,I/O heavy,335,Renewable-first,0
1.6,"47,000",10,1.5,"2,000",80,130,50,148,5,Compute-heavy,277,Hybrid,60
1.8,"29,000",70,1.0,"2,100",190,60,90,142,2,Compute-heavy,296,Non-renewable,40
1.7,"5,000",70,1.7,"2,900",200,80,100,45,2,I/O heavy,197,Renewable-first,60
1.4,"30,000",0,1.5,800,40,120,50,192,3,Mixed,411,Non-renewable,0
1.4,"49,000",30,1.3,600,110,80,60,85,2,I/O heavy,495,Renewable-first,20
1.4,"34,000",40,1.3,"2,300",160,150,70,61,2,Compute-heavy,492,Hybrid,70
1.7,"10,000",90,1.0,"1,100",140,140,80,177,2,Mixed,491,Non-renewable,70
1.2,"31,000",70,1.8,"1,300",120,100,80,88,1,I/O heavy,252,Renewable-first,20
1.3,"23,000",20,1.7,"2,700",100,110,30,186,2,Mixed,84,Hybrid,50
1.7,"42,000",0,1.1,"2,100",200,150,60,52,1,Compute-heavy,56,Hybrid,0
1.6,"49,000",60,1.5,"2,600",30,80,30,56,5,Compute-heavy,389,Non-renewable,10
1.3,"47,000",30,1.4,"2,600",50,130,60,155,1,Mixed,260,Non-renewable,30
1.3,"23,000",90,1.6,"1,900",200,60,100,54,4,I/O heavy,154,Hybrid,20
1.7,"43,000",40,1.5,"2,500",190,110,100,81,5,Compute-heavy,201,Renewable-first,50
1.7,"48,000",50,1.3,"2,100",20,100,70,119,2,I/O heavy,348,Non-renewable,10
1.4,"36,000",30,1.3,"2,500",200,100,70,73,4,Compute-heavy,142,Non-renewable,80
1.5,"5,000",0,1.5,"2,500",170,150,40,27,0,Mixed,167,Hybrid,50
1.7,"29,000",100,1.5,"1,700",130,70,90,115,3,Compute-heavy,354,Renewable-first,20
1.7,"17,000",70,1.4,"2,800",90,130,30,53,2,Mixed,138,Hybrid,40
1.7,"14,000",100,1.7,900,70,60,90,156,4,I/O heavy,462,Renewable-first,20
1.5,"22,000",80,1.6,"2,500",120,120,40,28,4,I/O heavy,135,Non-renewable,80
1.7,"40,000",20,1.1,"1,300",200,90,10,110,0,Compute-heavy,53,Renewable-first,70
1.4,"26,000",90,1.7,"2,600",70,90,10,159,4,I/O heavy,164,Renewable-first,40
1.3,"10,000",30,1.2,"1,800",180,70,90,192,0,I/O heavy,159,Non-renewable,80
1.6,"31,000",40,1.8,"1,300",130,70,100,149,4,Compute-heavy,211,Renewable-first,30
1.5,"12,000",90,1.6,"3,000",90,110,20,83,0,I/O heavy,307,Hybrid,60
1.7,"28,000",80,1.7,"1,500",70,60,100,158,0,Mixed,246,Non-renewable,60
1.2,"24,000",40,1.5,"2,900",170,60,100,128,4,Compute-heavy,408,Renewable-first,70
1.7,"26,000",60,1.5,800,30,60,0,151,5,Mixed,89,Non-renewable,30
1.4,"13,000",20,1.2,"1,600",20,130,30,47,5,Mixed,330,Non-renewable,70
1.6,"44,000",0,1.5,700,100,110,80,21,2,Compute-heavy,94,Hybrid,20
1.2,"43,000",50,1.3,"1,100",180,50,90,145,3,Mixed,434,Non-renewable,50
1.6,"23,000",90,1.1,"2,400",180,110,90,68,0,Compute-heavy,370,Renewable-first,60
1.6,"5,000",0,1.3,"1,000",140,120,40,44,0,Mixed,184,Hybrid,10
1.4,"15,000",50,1.5,"2,600",60,90,90,89,4,Compute-heavy,450,Non-renewable,0
1.3,"45,000",70,1.7,"2,800",170,110,40,74,3,Mixed,380,Renewable-first,40
1.5,"46,000",80,1.4,"2,900",150,150,90,111,0,Mixed,159,Non-renewable,0
1.7,"14,000",70,1.2,"1,900",170,110,30,141,2,I/O heavy,371,Renewable-first,30
1.4,"5,000",40,1.1,"2,700",200,130,60,45,4,Compute-heavy,296,Hybrid,80
1.4,"31,000",60,1.3,"2,600",190,80,70,77,5,Mixed,396,Hybrid,80
1.4,"21,000",50,1.2,500,60,70,40,22,4,Compute-heavy,139,Hybrid,70
1.8,"48,000",80,1.4,800,140,140,60,75,3,Compute-heavy,108,Renewable-first,50
1.4,"48,000",30,1.1,600,60,50,100,179,0,Mixed,391,Non-renewable,70
1.2,"21,000",70,1.6,"1,000",140,120,60,126,1,Compute-heavy,426,Non-renewable,30
1.7,"43,000",100,1.0,600,90,80,20,60,5,Compute-heavy,470,Renewable-first,60
1.6,"47,000",80,1.6,"1,900",60,130,50,91,2,Mixed,100,Hybrid,10
1.3,"6,000",60,1.2,900,170,120,30,76,0,Compute-heavy,306,Renewable-first,20
1.8,"27,000",60,1.3,"2,700",100,70,30,76,2,I/O heavy,255,Non-renewable,70
1.6,"45,000",10,1.1,"2,600",140,100,60,172,0,Mixed,280,Hybrid,30
1.5,"14,000",80,1.8,"2,400",160,60,80,132,1,I/O heavy,154,Hybrid,0
1.4,"46,000",40,1.0,"2,500",100,120,80,153,3,I/O heavy,489,Hybrid,10
1.7,"34,000",90,1.2,"1,800",140,80,50,185,3,Compute-heavy,90,Non-renewable,20
1.3,"39,000",20,1.1,"1,700",200,90,10,152,3,Compute-heavy,466,Hybrid,30
1.4,"29,000",30,1.4,"1,700",50,130,40,76,0,Mixed,116,Renewable-first,40
1.3,"21,000",90,1.4,"2,600",30,150,30,83,0,Mixed,333,Hybrid,50
1.7,"23,000",10,1.2,"1,200",30,80,100,181,2,I/O heavy,237,Renewable-first,30
1.6,"22,000",20,1.5,"3,000",190,120,10,110,3,Mixed,150,Renewable-first,80
1.6,"22,000",50,1.4,"1,900",190,100,100,93,1,Mixed,494,Hybrid,60
1.3,"39,000",0,1.7,"2,400",20,150,90,53,5,Compute-heavy,135,Hybrid,20
1.6,"14,000",10,1.7,"1,700",70,90,100,141,0,Compute-heavy,364,Non-renewable,0
1.7,"27,000",30,1.6,"1,000",190,110,90,74,0,I/O heavy,311,Hybrid,50
1.4,"49,000",0,1.5,"2,900",80,60,70,199,0,Mixed,314,Renewable-first,60
1.7,"26,000",50,1.5,"2,900",160,50,60,55,0,I/O heavy,354,Renewable-first,80
1.4,"48,000",30,1.1,"2,900",20,140,90,74,0,Compute-heavy,306,Non-renewable,50
1.7,"13,000",10,1.7,800,180,90,50,28,3,Mixed,72,Hybrid,0
1.2,"36,000",90,1.3,"1,100",60,90,20,151,2,I/O heavy,192,Non-renewable,80
1.5,"30,000",30,1.6,"1,500",30,80,100,128,2,Compute-heavy,262,Renewable-first,0
1.8,"33,000",70,1.4,"2,600",90,130,100,122,2,I/O heavy,221,Renewable-first,0
1.8,"46,000",50,1.7,800,150,90,90,46,5,Compute-heavy,50,Hybrid,10
1.4,"23,000",100,1.3,"1,800",40,60,0,53,0,Compute-heavy,319,Renewable-first,10
1.5,"33,000",0,1.4,"1,400",200,60,70,51,2,I/O heavy,66,Renewable-first,70
1.2,"39,000",40,1.1,"1,200",110,60,70,189,1,I/O heavy,470,Non-renewable,20
1.7,"16,000",100,1.4,"2,700",120,130,60,200,3,Mixed,336,Renewable-first,20
1.5,"12,000",50,1.2,"1,600",180,110,40,70,5,Compute-heavy,394,Non-renewable,70
1.4,"29,000",30,1.6,"1,300",20,130,20,51,3,Compute-heavy,213,Non-renewable,20
1.3,"31,000",30,1.3,"2,900",120,140,60,164,4,I/O heavy,500,Non-renewable,60
1.8,"47,000",20,1.3,"1,000",160,70,60,178,3,I/O heavy,209,Hybrid,40
1.5,"49,000",90,1.5,"1,000",180,60,10,94,3,I/O heavy,385,Renewable-first,80
1.4,"10,000",90,1.1,"1,700",110,130,80,79,3,Mixed,238,Hybrid,20
1.4,"17,000",50,1.3,"2,900",130,50,10,70,5,Mixed,342,Renewable-first,30
1.4,"15,000",80,1.7,"1,600",50,70,90,52,5,Mixed,464,Hybrid,80
1.6,"42,000",60,1.7,"1,200",90,120,50,24,5,Compute-heavy,147,Non-renewable,70
1.8,"10,000",80,1.2,"1,200",20,100,20,29,0,I/O heavy,382,Renewable-first,70
1.7,"9,000",50,1.4,"2,600",140,50,0,191,0,Compute-heavy,374,Renewable-first,40
1.5,"11,000",10,1.5,700,30,150,20,25,2,I/O heavy,475,Hybrid,80
1.7,"23,000",50,1.2,"2,200",120,150,0,159,3,I/O heavy,358,Non-renewable,20
1.5,"47,000",60,1.3,"1,400",170,60,100,108,1,I/O heavy,57,Non-renewable,10
1.4,"10,000",10,1.8,800,110,130,0,172,2,Compute-heavy,296,Renewable-first,70
1.8,"29,000",0,1.1,"2,500",90,110,60,173,0,I/O heavy,404,Renewable-first,10
1.4,"13,000",50,1.7,600,60,60,100,167,2,Mixed,316,Non-renewable,10
1.4,"24,000",70,1.3,"1,300",140,80,10,38,3,I/O heavy,136,Non-renewable,70
1.8,"29,000",100,1.2,"2,600",100,100,30,122,0,Mixed,316,Renewable-first,30
1.3,"12,000",50,1.2,"1,500",190,90,0,40,4,Mixed,446,Hybrid,60
1.7,"41,000",70,1.2,"2,000",200,50,30,194,3,Mixed,280,Hybrid,0
1.8,"42,000",50,1.2,"1,800",40,110,40,132,5,Compute-heavy,462,Hybrid,40
1.5,"6,000",50,1.2,"1,700",50,50,40,126,3,Compute-heavy,405,Non-renewable,0
1.2,"26,000",70,1.7,"1,600",160,110,0,84,0,I/O heavy,471,Hybrid,50
1.4,"40,000",20,1.2,500,70,70,100,96,2,I/O heavy,312,Renewable-first,70
1.3,"8,000",20,1.7,700,100,80,70,78,0,Mixed,347,Non-renewable,70
1.4,"5,000",50,1.8,"2,100",150,100,20,114,1,I/O heavy,486,Hybrid,20
1.7,"37,000",30,1.2,800,20,120,100,117,0,Mixed,217,Non-renewable,50
1.5,"28,000",60,1.5,"1,300",50,120,100,199,2,Mixed,92,Renewable-first,20
1.5,"9,000",100,1.4,"2,400",100,60,80,74,1,Compute-heavy,324,Non-renewable,60
1.5,"39,000",60,1.7,"1,100",200,150,90,120,1,I/O heavy,396,Hybrid,10
1.5,"46,000",80,1.2,"1,200",200,60,50,125,2,Compute-heavy,64,Non-renewable,10
1.7,"30,000",10,1.6,"3,000",90,60,20,93,2,Mixed,331,Non-renewable,80
1.4,"47,000",100,1.4,"2,800",30,140,10,168,2,I/O heavy,214,Hybrid,40
1.7,"45,000",10,1.5,"2,900",130,110,100,43,0,Compute-heavy,278,Non-renewable,40
1.5,"47,000",50,1.5,"1,600",20,60,10,161,0,Mixed,183,Renewable-first,10
1.4,"30,000",80,1.0,"2,100",100,50,50,192,0,I/O heavy,413,Hybrid,50
1.4,"45,000",60,1.5,"1,600",70,90,100,164,0,Mixed,360,Hybrid,50
1.4,"9,000",50,1.7,"2,700",200,140,80,69,2,Compute-heavy,384,Non-renewable,80
1.6,"48,000",40,1.2,"2,500",20,140,90,167,0,I/O heavy,280,Renewable-first,60
1.3,"22,000",70,1.3,"1,300",50,90,0,25,2,I/O heavy,353,Hybrid,0
1.8,"29,000",10,1.2,900,100,130,60,117,0,Compute-heavy,451,Renewable-first,50
1.5,"45,000",20,1.2,"1,700",40,150,10,157,1,Compute-heavy,302,Non-renewable,50
1.8,"44,000",50,1.2,"2,200",180,130,70,143,5,Mixed,286,Non-renewable,30
1.2,"42,000",0,1.6,"1,900",120,130,30,182,3,Compute-heavy,131,Hybrid,40
1.4,"25,000",70,1.4,900,90,70,20,176,4,Mixed,81,Renewable-first,50
1.2,"28,000",100,1.6,"2,000",150,80,50,95,5,Mixed,210,Non-renewable,40
1.4,"32,000",100,1.7,"1,300",70,120,100,122,2,I/O heavy,346,Hybrid,80
1.7,"8,000",80,1.6,500,140,110,50,112,0,Mixed,293,Non-renewable,20
1.2,"12,000",10,1.3,"1,100",140,50,60,39,4,Compute-heavy,355,Hybrid,70
1.5,"37,000",80,1.4,"2,300",130,80,60,172,4,I/O heavy,249,Hybrid,40
1.3,"7,000",40,1.2,"1,400",80,70,60,54,3,I/O heavy,317,Non-renewable,0
1.5,"24,000",70,1.1,800,120,90,10,185,3,Compute-heavy,497,Non-renewable,50
1.7,"39,000",0,1.5,"2,400",130,140,100,63,0,Compute-heavy,367,Renewable-first,80
1.6,"43,000",0,1.5,"1,600",150,70,0,95,0,Compute-heavy,169,Non-renewable,10
1.6,"47,000",30,1.7,"2,000",130,80,80,171,5,Mixed,135,Non-renewable,30
1.4,"11,000",0,1.1,"3,000",80,100,70,115,1,I/O heavy,83,Hybrid,50
1.8,"31,000",0,1.7,"2,200",100,110,20,96,0,Compute-heavy,194,Renewable-first,50
1.6,"9,000",40,1.6,700,170,130,90,21,5,Mixed,360,Renewable-first,80
1.5,"41,000",10,1.1,700,40,110,10,132,0,Mixed,422,Hybrid,0
1.5,"5,000",30,1.8,"1,700",30,60,10,100,2,I/O heavy,387,Hybrid,10
1.8,"26,000",70,1.0,"1,100",50,50,0,78,0,I/O heavy,66,Renewable-first,10
1.5,"11,000",100,1.6,"3,000",30,130,0,163,3,Compute-heavy,140,Renewable-first,40
1.6,"12,000",50,1.3,"1,700",150,60,20,39,4,Compute-heavy,496,Renewable-first,0
1.5,"48,000",10,1.7,"1,200",120,110,80,117,5,Mixed,447,Non-renewable,70
1.3,"34,000",20,1.6,"2,800",160,80,70,175,0,Compute-heavy,357,Hybrid,60
1.6,"32,000",10,1.0,"1,300",40,150,10,186,4,Compute-heavy,375,Renewable-first,80
1.6,"30,000",30,1.2,600,130,80,30,106,2,I/O heavy,137,Renewable-first,50
1.5,"38,000",40,1.8,"3,000",140,80,90,172,5,I/O heavy,60,Non-renewable,50
1.6,"36,000",80,1.1,"1,200",30,80,50,154,4,Compute-heavy,52,Hybrid,40
1.3,"26,000",60,1.1,"1,600",190,130,40,102,4,I/O heavy,461,Non-renewable,70
1.7,"24,000",70,1.1,"2,600",110,130,60,61,4,I/O heavy,318,Hybrid,50
1.8,"18,000",60,1.6,"2,400",180,140,30,143,1,I/O heavy,276,Non-renewable,50
1.7,"27,000",100,1.0,"1,900",90,90,100,25,1,I/O heavy,116,Hybrid,60
1.4,"7,000",90,1.3,"2,400",50,100,20,29,3,I/O heavy,413,Non-renewable,80
1.4,"23,000",70,1.1,"2,900",170,100,0,123,0,Compute-heavy,377,Non-renewable,70
1.7,"18,000",100,1.5,"2,400",140,60,50,175,1,Mixed,323,Hybrid,30
1.6,"44,000",40,1.2,600,70,130,70,38,0,Compute-heavy,302,Renewable-first,30
1.5,"43,000",20,1.5,"1,800",190,90,60,75,2,I/O heavy,474,Hybrid,30
1.8,"41,000",60,1.1,900,100,60,0,86,4,I/O heavy,215,Non-renewable,40
1.5,"39,000",0,1.3,600,130,80,10,43,5,Mixed,245,Hybrid,0
1.5,"5,000",20,1.7,"2,500",140,120,50,80,3,Compute-heavy,273,Renewable-first,60
1.2,"23,000",60,1.3,"2,700",140,120,30,65,4,Compute-heavy,451,Non-renewable,60
1.2,"19,000",30,1.1,600,100,60,0,21,3,Compute-heavy,294,Hybrid,10
1.2,"29,000",60,1.3,"1,300",60,150,60,92,5,Compute-heavy,382,Renewable-first,70
1.7,"5,000",90,1.4,"2,000",100,70,100,133,3,Compute-heavy,250,Non-renewable,40
1.4,"35,000",90,1.4,500,170,150,40,128,5,Mixed,114,Renewable-first,60
1.5,"41,000",50,1.6,"2,000",160,50,80,120,0,Mixed,191,Non-renewable,60
1.7,"47,000",30,1.1,"3,000",200,90,20,168,0,Compute-heavy,231,Hybrid,0
1.6,"26,000",60,1.4,"2,000",40,140,50,106,2,Mixed,78,Hybrid,30
1.6,"24,000",70,1.2,"1,300",130,90,20,194,4,Compute-heavy,312,Renewable-first,30
1.4,"45,000",70,1.4,800,90,80,90,31,2,I/O heavy,383,Renewable-first,10
1.7,"47,000",60,1.1,"2,300",90,130,80,184,0,Mixed,209,Hybrid,60
1.3,"9,000",10,1.2,"3,000",110,70,50,140,0,I/O heavy,484,Hybrid,50
1.2,"19,000",70,1.4,"2,300",180,120,0,161,4,Compute-heavy,266,Renewable-first,70
1.3,"6,000",40,1.2,"2,900",120,140,90,56,2,I/O heavy,286,Renewable-first,40
1.4,"16,000",80,1.1,"1,500",100,80,100,122,2,Mixed,162,Renewable-first,0
1.4,"11,000",50,1.5,"1,100",20,140,100,27,5,I/O heavy,383,Hybrid,30
1.6,"6,000",30,1.7,600,50,110,90,152,2,I/O heavy,219,Hybrid,70
1.3,"12,000",80,1.7,"2,300",180,70,100,66,2,Compute-heavy,75,Hybrid,40
1.6,"13,000",0,1.7,"2,100",140,100,80,181,0,I/O heavy,136,Non-renewable,60
1.3,"31,000",30,1.0,"2,500",100,50,70,100,1,I/O heavy,113,Renewable-first,30
1.3,"32,000",100,1.5,"2,500",200,110,60,148,5,Mixed,98,Non-renewable,70
1.5,"41,000",40,1.8,"1,300",200,70,80,173,3,Compute-heavy,296,Non-renewable,10
1.8,"19,000",30,1.6,"1,900",70,80,10,172,1,Mixed,412,Hybrid,80
1.7,"23,000",80,1.2,"1,400",120,80,20,169,1,Mixed,390,Non-renewable,80
1.8,"34,000",0,1.5,700,110,100,30,39,4,Mixed,229,Non-renewable,70
1.6,"17,000",20,1.4,"1,600",70,130,30,190,2,Compute-heavy,113,Hybrid,30
1.6,"49,000",80,1.4,"2,000",100,90,100,187,5,Mixed,353,Renewable-first,80
1.6,"10,000",60,1.6,"1,000",90,130,10,57,2,Compute-heavy,266,Non-renewable,40
1.6,"34,000",40,1.1,"1,900",90,100,40,132,1,I/O heavy,463,Non-renewable,80
1.3,"5,000",100,1.1,"1,300",20,50,40,26,1,Mixed,326,Renewable-first,70
1.5,"46,000",50,1.4,700,90,100,10,78,0,Mixed,190,Hybrid,30
1.4,"42,000",30,1.8,"2,700",50,110,80,74,0,I/O heavy,446,Hybrid,80
1.5,"29,000",40,1.0,"2,200",200,80,90,70,5,Compute-heavy,390,Non-renewable,0
1.5,"39,000",70,1.3,"1,000",140,150,90,155,3,Mixed,132,Hybrid,0
1.3,"30,000",40,1.4,"1,100",190,140,0,182,5,I/O heavy,277,Renewable-first,60
1.4,"17,000",90,1.0,"2,800",150,50,20,80,2,Mixed,475,Hybrid,0
1.2,"23,000",10,1.2,"2,200",110,60,50,127,1,Mixed,390,Non-renewable,20
1.8,"14,000",70,1.1,"1,900",150,110,10,132,3,I/O heavy,224,Hybrid,80
1.3,"49,000",20,1.6,500,170,110,10,111,3,Mixed,153,Non-renewable,70
1.4,"11,000",40,1.4,"2,800",50,110,50,145,4,Compute-heavy,246,Hybrid,20
1.7,"19,000",100,1.5,"2,700",30,60,30,88,2,Compute-heavy,227,Non-renewable,20
1.5,"27,000",50,1.5,"2,800",170,140,10,123,2,Mixed,289,Renewable-first,50
1.3,"40,000",0,1.3,"2,300",160,80,30,149,4,Compute-heavy,239,Renewable-first,40
1.4,"47,000",20,1.0,"2,700",190,140,40,156,0,Mixed,333,Renewable-first,50
1.3,"35,000",0,1.2,"2,700",40,100,90,70,2,I/O heavy,500,Non-renewable,20
1.3,"12,000",60,1.4,"1,800",90,130,10,150,1,Compute-heavy,342,Hybrid,30
1.2,"34,000",10,1.2,800,80,90,60,196,4,Mixed,419,Renewable-first,70
1.5,"38,000",90,1.8,"1,500",180,130,40,144,4,Mixed,191,Renewable-first,20
1.7,"37,000",60,1.3,"2,000",170,80,60,185,3,Mixed,463,Renewable-first,0
1.6,"5,000",20,1.3,"2,900",70,120,0,97,3,I/O heavy,261,Renewable-first,80
1.6,"20,000",20,1.1,"1,900",90,80,70,25,4,Mixed,55,Renewable-first,60
1.3,"15,000",0,1.2,900,70,90,70,141,3,Mixed,354,Hybrid,80
1.4,"31,000",60,1.5,"2,800",70,140,0,130,2,Compute-heavy,207,Non-renewable,60
1.7,"26,000",70,1.7,"3,000",130,110,70,135,4,Mixed,405,Hybrid,50
1.3,"44,000",100,1.6,900,90,100,60,156,5,Mixed,101,Renewable-first,70
1.7,"23,000",30,1.5,"2,200",200,80,10,191,5,I/O heavy,490,Non-renewable,30
1.5,"48,000",80,1.7,600,180,110,90,43,3,I/O heavy,202,Renewable-first,20
1.7,"10,000",30,1.2,"1,400",180,110,30,41,1,Compute-heavy,292,Hybrid,70
1.4,"44,000",90,1.2,"2,500",50,70,10,142,0,Mixed,215,Non-renewable,20
1.4,"43,000",40,1.0,"1,600",140,140,10,192,2,I/O heavy,97,Hybrid,0
1.7,"24,000",100,1.6,"2,400",70,60,20,32,3,I/O heavy,347,Hybrid,30
1.7,"7,000",50,1.6,"1,600",170,140,90,72,0,Mixed,154,Renewable-first,0
1.3,"5,000",80,1.2,"1,300",190,120,60,160,0,I/O heavy,143,Hybrid,30
1.8,"27,000",80,1.6,900,180,120,80,128,0,I/O heavy,273,Non-renewable,0
1.3,"42,000",70,1.6,"2,200",180,150,10,196,3,Compute-heavy,301,Non-renewable,30
1.2,"7,000",90,1.4,"1,100",90,70,60,171,5,Compute-heavy,103,Non-renewable,50
1.6,"38,000",10,1.4,"2,900",70,110,30,82,5,Compute-heavy,293,Renewable-first,80
1.6,"21,000",90,1.6,500,150,130,70,182,5,I/O heavy,136,Renewable-first,50
1.8,"31,000",90,1.8,"2,600",90,130,60,179,0,Mixed,461,Hybrid,60
1.4,"43,000",0,1.3,"1,200",200,80,30,97,1,Mixed,318,Hybrid,60
1.2,"27,000",10,1.1,700,90,100,50,99,5,I/O heavy,455,Non-renewable,50
1.6,"42,000",50,1.6,"2,400",120,140,20,97,3,Compute-heavy,308,Hybrid,10
1.4,"15,000",100,1.0,"2,400",130,150,0,115,2,Mixed,313,Renewable-first,70
1.5,"19,000",60,1.7,"2,600",180,90,10,46,3,I/O heavy,157,Renewable-first,40
1.5,"30,000",50,1.8,"1,300",180,130,70,80,0,Mixed,68,Renewable-first,60
1.2,"15,000",0,1.6,"2,900",170,90,90,173,0,Mixed,150,Hybrid,40
1.5,"11,000",0,1.3,"1,300",180,150,20,86,0,Compute-heavy,114,Non-renewable,30
1.5,"12,000",0,1.2,"1,200",150,140,50,186,4,Compute-heavy,208,Non-renewable,10
1.6,"9,000",0,1.1,"1,600",160,130,100,137,5,Compute-heavy,108,Renewable-first,0
1.6,"21,000",90,1.0,"1,000",80,150,90,181,5,Compute-heavy,480,Non-renewable,0
1.3,"27,000",90,1.3,700,120,110,80,136,4,I/O heavy,327,Renewable-first,0
1.3,"6,000",0,1.5,"1,000",140,90,90,77,0,I/O heavy,235,Non-renewable,80
1.4,"31,000",10,1.3,"2,600",50,60,70,153,4,I/O heavy,259,Hybrid,70
1.3,"25,000",10,1.4,800,60,130,60,101,3,I/O heavy,475,Renewable-first,30
1.6,"11,000",30,1.5,"3,000",70,110,70,41,4,Mixed,245,Non-renewable,50
1.8,"42,000",20,1.3,"2,400",200,70,0,61,4,Mixed,122,Hybrid,10
1.6,"30,000",30,1.6,"1,100",20,120,80,97,3,Mixed,346,Non-renewable,40
1.6,"34,000",40,1.5,600,180,130,20,69,4,Compute-heavy,455,Renewable-first,50
1.4,"16,000",30,1.5,"2,000",70,70,20,108,0,I/O heavy,476,Renewable-first,0
1.4,"15,000",20,1.5,600,200,130,90,186,3,Mixed,420,Hybrid,60
1.7,"21,000",20,1.1,"1,500",90,50,60,141,1,Mixed,480,Renewable-first,80
1.8,"14,000",30,1.5,"1,800",150,140,50,35,2,Compute-heavy,191,Renewable-first,0
1.5,"20,000",50,1.5,"2,900",120,140,60,90,2,Compute-heavy,280,Hybrid,40
1.4,"19,000",60,1.5,"2,400",180,150,30,51,1,I/O heavy,306,Renewable-first,10
1.7,"19,000",30,1.5,"1,900",170,90,10,50,1,I/O heavy,319,Renewable-first,60
1.3,"24,000",70,1.8,700,200,120,10,134,5,Mixed,107,Renewable-first,30
1.7,"8,000",50,1.3,"1,600",160,110,90,29,3,Mixed,137,Renewable-first,70
1.7,"36,000",40,1.1,"2,200",130,80,100,83,0,Mixed,136,Hybrid,40
1.3,"26,000",70,1.4,"1,200",170,50,70,180,3,Mixed,381,Renewable-first,0
1.8,"39,000",50,1.1,"2,100",130,50,50,199,4,Mixed,244,Non-renewable,40
1.8,"18,000",0,1.6,"2,100",160,110,20,116,5,I/O heavy,222,Non-renewable,20
1.8,"34,000",100,1.2,900,20,100,40,107,3,Compute-heavy,345,Renewable-first,0
1.5,"35,000",0,1.8,"2,800",180,90,30,126,2,Compute-heavy,259,Non-renewable,40
1.3,"14,000",90,1.1,"1,400",200,110,70,54,4,I/O heavy,90,Hybrid,60
1.5,"10,000",90,1.3,"2,400",200,100,50,107,1,Mixed,343,Non-renewable,60
1.5,"31,000",50,1.1,"2,800",120,70,80,185,4,I/O heavy,371,Non-renewable,50
1.3,"15,000",70,1.3,"2,900",180,150,50,175,3,Mixed,147,Hybrid,70
1.5,"40,000",80,1.4,"2,100",90,60,20,90,3,I/O heavy,221,Renewable-first,0
1.6,"14,000",30,1.6,900,140,140,100,156,1,I/O heavy,82,Non-renewable,0
1.2,"20,000",100,1.0,"2,600",70,50,90,98,5,Compute-heavy,68,Hybrid,10
1.4,"28,000",60,1.2,"1,100",160,130,40,88,0,Compute-heavy,434,Non-renewable,0
1.2,"25,000",80,1.2,"3,000",140,130,30,82,1,I/O heavy,228,Non-renewable,60
1.6,"44,000",70,1.5,"2,900",180,60,70,35,1,Compute-heavy,101,Non-renewable,60
1.6,"45,000",70,1.2,700,150,110,90,38,1,I/O heavy,413,Non-renewable,30
1.2,"40,000",0,1.4,"1,800",200,120,10,172,5,I/O heavy,423,Hybrid,80
1.8,"46,000",90,1.4,"2,300",110,150,20,28,5,I/O heavy,87,Non-renewable,60
1.2,"49,000",50,1.6,"1,200",150,150,10,188,2,Mixed,376,Non-renewable,30
1.6,"27,000",100,1.7,"2,200",30,60,0,182,0,I/O heavy,96,Non-renewable,30
